review,sentiment
"Maybe this works as a black comedy but I doubt that was the intention. Antonio Bandaras sleep walks through the lead role.The story jumps around through time. For a while it works and can be taken seriously until the brother who he doesn't know is a brother arrives dressed as the LSU tiger because he can only go out in costume...don't ask.Outstanding art direction and set design are about the only positive in this trashy mess. At one point guns hidden in every drawer, rather then foreshadow and create suspense, seem funny.Women are poorly treated. In Todd Browning's ""Freaks"" the most horrible thing was to turn the bad guy into a giant chicken, here it's give him a vagina. The movie will not get a wide distribution. Consider yourself lucky if it doesn't come to a theater near you.",negative
"Pedro Almodovar has brought his famous visual flair and panache to perfection in La piel que habito. Few directors have such a distinct style as Almodovar. Bright colours, carefully designed sets, beautiful people in weird, over-the-top situations, unconventional relationships, and a sense for detail worthy of a true perfectionist. It's all there in this film, and better than ever. The story is intriguing enough to keep you on the edge of your seat, with some crazy twists that only Almodovar can come up with. The cinematography is excellent, with some scenes that are pure visual poetry. Make sure to enjoy the scene where Vera tears her dresses apart and removes the pieces with a vacuum cleaner, or the way Almodovar films the murder scene with the camera looking down from the ceiling, or the close-up of Vera's feet wriggling in the black skin-tight socks. There's so much to admire and enjoy. The film stars Antonio Banderas, who renews his cooperation with Almodovar: the last time the two worked together was in Atame from 1990. Banderas is a rich surgeon who has developed a new sort of artificial skin, and turns out to be a creep who thinks he has the right to literally mold people to his taste and preferences. Banderas plays this man in a properly emotionless way. The very demanding role of Vera is played by Elena Anaya, of 'Lucia y el sexo'-fame, who also played a part in Almodovar's 'Hable con ella'.In some reviews this film is called a horror-movie. That's a very misleading description. There are hardly any horror elements, there even is very little blood. The only way to describe it, is as a typical Almodovar-movie. This director has created a genre of his own.",positive
"Only a true genius can make one film after another and somehow manage to shock and awe the audience each and every time with his unique talent to transform the deepest darkest subjects of fantasies we could possibly imagine into not only art but into sheer beauty and a total masterpiece. If you want to see a provocative beautifully directed film that keeps you guessing while glued to the seat then this a film for you. If you are a narrow minded prude then you probably will get nightmares from watching this.I can never get enough of Almodovar's films, they are as addictive as they are unique.",positive
"In his latest film Almodóvar takes a qualitative jump into new philosophical depths. His usual reflections on the nature of relationships and the consequence of one's actions take on a well- defined shape and advance forward with self-assurance.The order in which the events of the story are told is a cunning device that allows the director to make us reflect on how superficially - indeed, skin-deep - we perceive reality and how quick we are to judge first impressions and jump to conclusions. What we first perceive one way, those initial scenes that slightly baffle us but which we nevertheless do not hesitate to judge in a specific way, take on a completely new meaning when the story pauses to take us back into the past in order to tell us about an important series of events that happened at the time which bear a direct relation to present events. The new light that is shed on the present changes completely our perception of the story as we had first witnessed it, which is a humbling experience. We are then taken back again to the present and continue watching the rest of the film, but with this completely new understanding of the real underlying motivations for the characters' actions. It is at this point that through a slight thriller-style twist in the plot the story takes on a Shakespearean dimension as it delivers its powerful humanist lesson that vengeance begets vengeance.Food for thought, in fact enough food to last you days and feed other people, as you are left on the one hand wondering at the concept of skin: what we actually desire when we desire someone, whether all desire is skin-deep, whether the skin does not allow us to see the person behind. And on the other hand you are left with the reflection on how the road of vengeance leads only to self-destruction. When a film leaves you pondering so deeply, I can only conclude it is a great film.",positive
This movie is beyond my expectation with unexpected twists and turns. Who ever thought of making this kind of movie:? Taking revenge through making it scientific project.:3.,positive
"You might find this flaming bag of dog droppings in your local RedBox.Avoid it like the plague.The plot is that we find a crazy doctor is locking up a woman and using her as a test subject to some whacky artificial skin he's developing.I'll warn you off now. We find out the hot girl is really a punk who was kidnapped by the crazy doctor, given a vaginoplasty, and then slowly converted into a woman... We aren't told that until the middle of the movie, which makes the sex scenes in the beginning of the movie a lot ickier....(Although they were still pretty Icky to start with.) The problem is, I don't know which characters I'm supposed to be rooting for here. The punk/girl is a rapist, the doctor is crazy, none of the characters are the least bit likable.",negative
"Banderas plays Robert Ledgard, a plastic surgeon wizard who loses his wife and later his only child who commits suicide after being raped. He turns his skills against the rapist and transforms the man physically into his former wife.If you get a tad confused over that last sentence, you have just experienced La piel que habito; a farce of a movie if there ever was one. The premise of the film is so stupifyingly asinine that consequently the whole movie becomes completely unwatchable. This is mainly the case because at no point the movie actually admits it is a comedy. However, the movie is a belter were it not for the lack of a complimentary screenplay for this type of film. What remains is a 2 hour long head-scratcher that only succeeds in insulting the intelligence of the average moviegoer who is left adrift to find some redemption over the time and money invested in this flick while aside from some brief nudity, there is none on offer. The screenplay for the film would probably been in better hands if the Coen brothers had written it. Perhaps they will attempt to do a remake in which Jeff Bridges transforms George Clooney into Frances McDormand. They would probably get away with it too.3/10",negative
"Almodovar, for me, is a talented director who makes hits and misses. 'Talk to Her', I believe, is his best film to date; there are a couple of contenders for his worst. But 'The Skin I Live In' definitely isn't one of them.It is an art-house horror thriller, adapted from Thierry Jonquet's novel 'Tarantula' (unread by me). The obvious source of inspiration is the French film 'Les Yeux Sans Visage', another horror film involving a mad doctor and synthetic skin. But 'The Skin I Live In' is far more than that. I won't give any details of the plot anyway, but perhaps think about that title more carefully.When I say it is an art-house horror film - it is definitely Almodovar's own brand of 'art'. He fills his screen with deep, rich, gaudy colours - reds, blues, yellows, browns, oranges - and the disquieting, rosy shade of cream that belongs to the synthetic skin of the title. It is a visual feast.The plot is ridiculous and somewhat trashy, but it hangs tightly together, and Almodovar has cast aside horror conventions and clichés and made something quite original. Antonio Banderas impresses in the lead as the vengeful surgeon, and the film, becoming evermore twisted as Banderas' true motives for the experiment and its full extents become clearer, is very entertaining. People left the cinema as the end credits began to roll, laughing - not in derision, but in shock.I wonder if this will have an American remake. I can see it happening, but I hope it doesn't. Almodovar has put his own unique stamp on this, incorporating at successive turns tongue in cheek humour, disturbing brutality, psychological torture and bizarre moments of poignancy. I suppose the best compliment that can be given to the film, with this in mind, is that it works.It is no masterpiece. It is very well acted, very well made with an interesting and pleasing aesthetic, with sharp prickles of fear and a genuinely surprising twist. It is an entertaining guilty pleasure from Almodovar. I await his next film with interest.",negative
"The credits are rolling as I type this, and my opinion may change upon further meditation, but at the present moment, I cannot think of a better film I've seen in my entire life.This film is equal parts ""The Piano Teacher"" and ""Serbian Film."" It is deeply unsettling, profound, and beautifully executed.I have to admit that my expectations were lowered by Antonio Banderas' involvement and the plot (allegedly) involving a surgeon trying to do something or other. It sounded like a tame, modern, artsy reinvention of ""Eyes Without A Face."" I suppose that film is a part of its heritage, but The Skin I Live In is much more engaging and unsettling.I'm not going to take the time to organize my thoughts into a proper five-paragraph format. If you like disturbing stuff, and / or if you are a film snob, this is top-shelf. There's really nothing better out there.",positive
"If you skip a few obvious things on obsession, this is worthwhile essaying by Almodovar. Three plates made to spin here.One is sexual, deception obviously layered first and teasing throughout. We imagine a sexual fantasy at first encounter, but that is soon recast with increasing pain and nightmare.Another is cinematic, referencing our film and viewer dynamics. The doctor styles an image to be as he once knew, and shares life with it from the other side of a screen. It is a sublime rendition of cinematic space that we share into from our end as viewers. From her end, Vera agrees to be the play actor in this triple-shared fantasy but seems to be deriving strength from somewhere else.That is our third layer here, yoga contemplating a true face. So far from our perspective the effort was for beauty, artificial harmony; but now from inside we have increasing pain and madness. At some point she discovers yoga, one of many things she has picked up from TV.Now yoga as has come to be known through Patanjali is a post-Buddhist adoption. In the West it has been reduced to healthy exercise with some flavor from distant lotus, its essence though is formless meditation in form. The body becoming elastic and radiant is only an after-effect of a balanced, aware mind.The idea of course is that every cosmologic stance found in yoga reflects a contemplative state of mind. And as we begin to grow, we understand that this is not an idea at all, and that a state of mind is a thing you practice, the thing in itself, so that you no longer reflect what you know but embody what the world has always been.Yoga (meaning 'connection' but also 'performance') is our bounding chord here. Centered in pure elasticity of form, having felt how a face can be bent, altered, shaped, how matter is performed, and so that it's a ceaseless, ever-changing universe that we are encased by, the yogic wisdom would be a realization of pure consciousness as the true face. That man would be forgiven for his folly, the universe made peace with for what it conspired, this body embraced as no more 'mine' or 'I' as the one before knowing it will wither just the same.Not here. That option would alienate many, would seem far-fetched or even perverse, and people just don't like to hear some things can be escaped. We are reassured that what we call a 'self' is a fixed, unchanging quality.But having set these three plates spinning, one that is so close to a sexual fantasy it risks being misrepresented as crassness, one about spirituality that not many will deign to even consider, and one about cinema that many will pick up but not necessarily in light of the other two, I maintain that very few filmmakers could set them spinning in the same time, and would require wisdom and masterful method. Almodovar shows only some of both and the whole slips from his hands at the last moment.There is reconciliation ahead of Vera we're finally shown, new love that he used to fantasize about but now can earnestly pour himself into, no more fantasies, having been the object of one. That is fine, but only resolves two of the layers.This is important to comment on. We get to note the different yogic stages all through the film - mind states, not physical posture - save for the last one, what in meditation is known as 'samadhi'. Nothing on that. Was finally the object of meditation love or violence? And does he merge with it, whichever of the two?",negative
